Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Positivos,,,,2024-01-26 18:54:27,2024-01-26 18:54:39,"11,575s",FAILED
,,,,,,,
Test Cases/Mercado Libre/Positivos/Agencia/Agencias - Validacion respuesta,,,,2024-01-26 18:54:28,2024-01-26 18:54:33,"5,176s",PASSED
"callTestCase(findTestCase(""Mercado Libre/Positivos/Oauth/Oauth Carrier""), [:], STOP_ON_FAILURE)",,,,2024-01-26 18:54:28,2024-01-26 18:54:32,"4,037s",PASSED
"Response2 = sendRequest(findTestObject(""Desarrollo ML/Agencias/Agencias - 200""))",,,,2024-01-26 18:54:32,2024-01-26 18:54:33,"0,602s",PASSED
"agencias = getElementPropertyValue(Response2, ""agencies"")",,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,024s",PASSED
print(agencias),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,000s",PASSED
"verifyResponseStatusCode(Response2, 200)",,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,013s",PASSED
print(Response2.getResponseText()),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,000s",PASSED
"assert agencias : ""El campo 'agencies' no está presente o es nulo.""",,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,000s",PASSED
agencias.each({ java.lang.Object agencia -> ... }),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,006s",PASSED
agencias.each({ java.lang.Object agency -> ... }),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,000s",PASSED
agencias.each({ java.lang.Object agency -> ... }),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,010s",PASSED
agencias.each({ java.lang.Object agency -> ... }),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,008s",PASSED
agencias.each({ java.lang.Object agency -> ... }),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,000s",PASSED
agencias.each({ java.lang.Object agency -> ... }),,,,2024-01-26 18:54:33,2024-01-26 18:54:33,"0,000s",PASSED
,,,,,,,
Test Cases/Mercado Libre/Positivos/Cancelar/Cancelar envios - Validación de response,,,,2024-01-26 18:54:33,2024-01-26 18:54:34,"1,183s",PASSED
"Response1 = sendRequest(findTestObject(""Desarrollo ML/Oauth/Oauth Carrier - authorizations""))",,,,2024-01-26 18:54:33,2024-01-26 18:54:34,"0,377s",PASSED
"Token = getElementPropertyValue(Response1, ""access_token"")",,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,031s",PASSED
print(Token),,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,000s",PASSED
"Response3 = sendRequest(findTestObject(""Desarrollo ML/Cancelar Envios/Cancelación de Envíos"", [""base_url"":base_url]))",,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,315s",PASSED
print(Response3.getResponseText()),,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,000s",PASSED
"verifyResponseStatusCode(Response3, 200)",,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,000s",PASSED
cancelJsonResponse = JsonSlurper().parseText(Response3.getResponseText()),,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,000s",PASSED
"assert status != null : ""El campo ""status"" es mandatorio y no está presente en la respuesta de cancelación.""",,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,000s",PASSED
"if (status != ""CANCELLED"")",,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,000s",PASSED
"if (status == ""CANCELLED"")",,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,000s",PASSED
"println(""La validación de la respuesta de cancelación fue exitosa."")",,,,2024-01-26 18:54:34,2024-01-26 18:54:34,"0,001s",PASSED
,,,,,,,
Test Cases/Mercado Libre/Positivos/Crear/Crear Envios - Validación response,,,,2024-01-26 18:54:34,2024-01-26 18:54:35,"1,271s",FAILED
"Response1 = sendRequest(findTestObject(""Desarrollo ML/Oauth/Oauth Carrier - authorizations""))",,,,2024-01-26 18:54:34,2024-01-26 18:54:35,"0,441s",PASSED
"Token = getElementPropertyValue(Response1, ""access_token"")",,,,2024-01-26 18:54:35,2024-01-26 18:54:35,"0,022s",PASSED
print(Token),,,,2024-01-26 18:54:35,2024-01-26 18:54:35,"0,001s",PASSED
"Response2 = sendRequest(findTestObject(""Desarrollo ML/Crear envios/Crear Envios 200"", [""base_url"":base_url]))",,,,2024-01-26 18:54:35,2024-01-26 18:54:35,"0,377s",PASSED
print(Response2.getResponseText()),,,,2024-01-26 18:54:35,2024-01-26 18:54:35,"0,001s",PASSED
"verifyResponseStatusCode(Response2, 200)",,,,2024-01-26 18:54:35,2024-01-26 18:54:35,"0,017s",FAILED
,,,,,,,
Test Cases/Mercado Libre/Positivos/Pull/Tracking Pull - Validación response,,,,2024-01-26 18:54:35,2024-01-26 18:54:38,"2,307s",PASSED
